specimen_id,age_in_days,age_in_weeks,allelic_composition,biological_sample_group,colony_id,datasource_name,date_of_birth,date_of_experiment,developmental_stage_acc,developmental_stage_name,experiment_id,experiment_source_id,external_sample_id,genetic_background,life_stage_acc,life_stage_name,litter_id,observation_type,parameter_stable_id,phenotyping_center,pipeline_name,pipeline_stable_id,procedure_group,procedure_name,procedure_stable_id,production_center,project_name,sex,specimen_id.1,strain_accession_id,strain_name,weight,weight_date,weight_days_old,weight_parameter_stable_id,zygosity,id,_version_,metadata_Anesthetic administration route,metadata_Anesthetic agent 1,metadata_Anesthetic agent 1 dosage,metadata_Anesthetic agent 2,metadata_Anesthetic agent 2 dosage,metadata_Equipment ID,metadata_Equipment manufacturer,metadata_Equipment model,metadata_Experimenter ID,metadata_Number averages,metadata_Recording Environment,metadata_Repetition Rate,metadata_Software,metadata_Time of injection,metadata_Tone Pip Duration,metadata_Tone Pip rise/fall,30kHz-evoked ABR Threshold,Body weight,6kHz-evoked ABR Threshold,24kHz-evoked ABR Threshold,12kHz-evoked ABR Threshold,18kHz-evoked ABR Threshold,allele_accession_id,allele_symbol,gene_accession_id,gene_symbol,metadata_Date equipment last calibrated,metadata_Extension of stimulus levels,metadata_Range of stimulus levels used - 12kHz,metadata_Range of stimulus levels used - 18kHz,metadata_Range of stimulus levels used - 24kHz,metadata_Range of stimulus levels used - 30kHz,metadata_Range of stimulus levels used - 6kHz,metadata_Range of stimulus levels used - Click,metadata_Range of test stimuli used,metadata_Stimulus level step size,Click-evoked ABR threshold,metadata_ProductionCenter,procedure_sequence_id,metadata_Date of Test,category
bbf81e1ce606f23fe11f311f2119980c,100,14,Tchp<tm1a(EUCOMM)Wtsi>/Tchp<tm1a(EUCOMM)Wtsi>,experimental,MGEH,IMPC,2014-03-05T00:00:00Z,2014-06-13T00:00:00Z,EFO:0002948,postnatal,d0486556b2b2ee56bbb847d68419dacc,487983,1756063,involves: C57BL/6N,IMPCLS:0005,Early adult,308587,unidimensional,IMPC_ABR_002_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_001,WTSI,MGP,male,bbf81e1ce606f23fe11f311f2119980c,MGI:2159965,C57BL/6N,33.6,2014-06-13T00:00:00Z,100.0,IMPC_BWT_001_001,homozygote,8523fff4-ea97-4a61-a791-f70115011583,1816871266534031361,Intraperitoneal,Ketamine,0.11,Xylazine,0.011,Sanger_RSF_1,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",556,256,In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),42.6,Sanger bespoke averager software,11:01:00,5,1.0,35.0,33.6,30.0,25.0,20.0,15.0,MGI:4433203,Tchp<tm1a(EUCOMM)Wtsi>,MGI:1925082,Tchp,,95.0,,,,,,,"Click,6,12,18,24,30 kHz",5.0,25.0,,,2014-06-13T01:00:00+01:00,
04caf1b91e2d6a642670c959cd6f6910,117,16,Rab28<em1(IMPC)J>/Rab28<em1(IMPC)J>,experimental,JR32591,IMPC,2018-12-28T00:00:00Z,2019-04-24T00:00:00Z,EFO:0002948,postnatal,1144ee37875a6cd13fc80c999ed23b87,ABR - Auditory Brain Stem Response - R21678 - 2193437,R21678,involves: C57BL/6NJ,IMPCLS:0005,Early adult,370580,unidimensional,IMPC_ABR_012_001,JAX,JAX Pipeline,JAX_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,JAX,JAX,male,04caf1b91e2d6a642670c959cd6f6910,MGI:3056279,C57BL/6NJ,32.02,2019-04-24T00:00:00Z,117.0,IMPC_BWT_001_001,homozygote,1b30e769-3c6b-48e1-9ed6-81bec84aba93,1816871250995183621,Intraperitoneal,Ketamine,0.8,Xylazine,0.01,IHS5156,Intelligent Hearing Systems,Smart EP,205,256,Sound proof booth,42.6,SmartEP,10:20:00,5,1.0,65.0,,60.0,55.0,45.0,35.0,MGI:6195850,Rab28<em1(IMPC)J>,MGI:1917285,Rab28,2018-10-01,,,,,,,,"6,12,18,24,30 kHz",5.0,,,,,
a7f83cb8158326fd93b64f40731c5a40,115,16,Rapgef1<tm1b(KOMP)Wtsi>/Rapgef1<+>,experimental,JR26916,IMPC,2017-01-07T00:00:00Z,2017-05-02T00:00:00Z,EFO:0002948,postnatal,6640b7aa41b6d4d67b8ffd528bd55d4f,ABR - Auditory Brain Stem Response - J94619 - 1256104,J94619,involves: C57BL/6NJ,IMPCLS:0005,Early adult,245381,unidimensional,IMPC_ABR_010_001,JAX,JAX Pipeline,JAX_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,JAX,JAX,male,a7f83cb8158326fd93b64f40731c5a40,MGI:3056279,C57BL/6NJ,25.37,2017-05-05T00:00:00Z,118.0,IMPC_BWT_001_001,heterozygote,a1fef5fe-4de3-445f-ab1a-ee9f85a7a0a7,1816871166778802187,Intraperitoneal,Ketamine,0.8,Xylazine,0.01,IHS5157,Intelligent Hearing Systems,Smart EP,205,256,Sound proof booth,42.6,SmartEP,09:25:00,5,1.0,60.0,,50.0,55.0,50.0,40.0,MGI:5635284,Rapgef1<tm1b(KOMP)Wtsi>,MGI:104580,Rapgef1,2015-06-22,,,,,,,,"6,12,18,24,30 kHz",5.0,,,,,
f6185fba8014d4762e334ff9ae96bde0,109,15,Myom2<em1(IMPC)J>/Myom2<em1(IMPC)J>,experimental,JR31683,IMPC,2018-08-31T00:00:00Z,2018-12-18T00:00:00Z,EFO:0002948,postnatal,fa304b58b2568e8dc5db806615f74ea1,ABR - Auditory Brain Stem Response - R1198 - 2055870,R1198,involves: C57BL/6NJ,IMPCLS:0005,Early adult,345251,image_record,IMPC_ABR_014_001,JAX,JAX Pipeline,JAX_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,JAX,JAX,female,f6185fba8014d4762e334ff9ae96bde0,MGI:3056279,C57BL/6NJ,23.49,2018-12-17T00:00:00Z,108.0,IMPC_BWT_001_001,homozygote,c69821c6-2a0b-48b0-85be-df28d6fc5770,1816871167084986378,Intraperitoneal,Ketamine,0.8,Xylazine,0.01,IHS5156,Intelligent Hearing Systems,Smart EP,235,256,Sound proof booth,42.6,SmartEP,10:25:00,5,1.0,60.0,,25.0,40.0,25.0,30.0,MGI:6114782,Myom2<em1(IMPC)J>,MGI:1328358,Myom2,2015-06-22,,,,,,,,"6,12,18,24,30 kHz",5.0,,,,,
971e81618d58fde8ac5d38d05ad40c72,96,13,Nherf4<tm1a(KOMP)Wtsi>/Nherf4<tm1a(KOMP)Wtsi>,experimental,METD,IMPC,2012-12-22T00:00:00Z,2013-03-28T00:00:00Z,EFO:0002948,postnatal,6c2912e21a4e11d9dbd6e53671b23469,EXP367263,1362400,involves: C57BL/6N,IMPCLS:0005,Early adult,239222,unidimensional,IMPC_ABR_006_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_001,WTSI,MGP,male,971e81618d58fde8ac5d38d05ad40c72,MGI:2159965,C57BL/6N,27.5,2013-03-28T00:00:00Z,96.0,IMPC_BWT_001_001,homozygote,8559fc1d-858e-4057-bb3c-de41b412cbfe,1816871167718326278,Intraperitoneal,Ketamine,0.11,Xylazine,0.011,Sanger_RSF_1,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",436,256,In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),42.6,Sanger bespoke averager software,09:28:00,5,1.0,30.0,27.5,30.0,25.0,15.0,20.0,MGI:4419952,Nherf4<tm1a(KOMP)Wtsi>,MGI:2429554,Nherf4,,,,,,,,,,,25.0,,,2013-03-28T09:28:00Z,
aa38a6120c589809c5b97f846d634eb6,108,15,Rapgef1<tm1b(KOMP)Wtsi>/Rapgef1<+>,experimental,JR26916,IMPC,2016-09-02T00:00:00Z,2016-12-19T00:00:00Z,EFO:0002948,postnatal,94dff94e3e28556d0a5597ae795e4e88,ABR - Auditory Brain Stem Response - J71145 - 1081507,J71145,involves: C57BL/6NJ,IMPCLS:0005,Early adult,207852,unidimensional,IMPC_ABR_012_001,JAX,JAX Pipeline,JAX_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,JAX,JAX,female,aa38a6120c589809c5b97f846d634eb6,MGI:3056279,C57BL/6NJ,20.93,2016-12-16T00:00:00Z,105.0,IMPC_BWT_001_001,heterozygote,fb58a6d7-3146-4d40-b2c2-b3f28bce9b94,1816870621396598788,Intraperitoneal,Ketamine,0.8,Xylazine,0.01,IHS5157,Intelligent Hearing Systems,Smart EP,205,512,Sound proof booth,42.6,SmartEP,01:05:00,5,1.0,65.0,,45.0,40.0,40.0,30.0,MGI:5635284,Rapgef1<tm1b(KOMP)Wtsi>,MGI:104580,Rapgef1,2013-03-15,,,,,,,,"6,12,18,24,30 kHz",5.0,,,,,
db43ce89eda3d498ab697d62df934581,98,14,Nherf4<tm1a(KOMP)Wtsi>/Nherf4<tm1a(KOMP)Wtsi>,experimental,METD,IMPC,2012-11-29T00:00:00Z,2013-03-07T00:00:00Z,EFO:0002948,postnatal,a9aa53a7c736286aadd8e178e3cec7c7,EXP363744,1340142,involves: C57BL/6N,IMPCLS:0005,Early adult,235553,unidimensional,IMPC_ABR_008_001,WTSI,MGP Select Pipeline,MGP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_001,WTSI,MGP,female,db43ce89eda3d498ab697d62df934581,MGI:2159965,C57BL/6N,23.2,2013-03-07T00:00:00Z,98.0,IMPC_ABR_001_001,homozygote,58f20b3f-a7d0-4a7c-994a-1c71d531a1ba,1816870289855741960,Intraperitoneal,Ketamine,0.11,Xylazine,0.011,Sanger_RSF_1,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",556,256,In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),42.6,Sanger bespoke averager software,09:43:00,5,1.0,45.0,23.2,30.0,35.0,20.0,20.0,MGI:4419952,Nherf4<tm1a(KOMP)Wtsi>,MGI:2429554,Nherf4,,,,,,,,,,,25.0,,,2013-03-07T09:43:00Z,
7805ae08d096b9b978edfdfd2fd0b037,104,14,Bmp6<em1(IMPC)Ccpcz>/Bmp6<em1(IMPC)Ccpcz>,experimental,CCP-Bmp-EXDEL-EM1-B6N,IMPC,2020-05-22T00:00:00Z,2020-09-03T00:00:00Z,EFO:0002948,postnatal,8db09a7b8a6a92062a9394fa8a462a70,IMPC_ABR_002_ABR 0018_2020-09-03,E64-F5173,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,312170,unidimensional,IMPC_ABR_002_001,CCP-IMG,CCP Pipeline,CCP_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,CCP-IMG,CCP-IMG,male,7805ae08d096b9b978edfdfd2fd0b037,MGI:2683688,C57BL/6NCrl,22.67,2020-09-03T00:00:00Z,104.0,IMPC_BWT_001_001,homozygote,b8f0751a-9ea4-4dbe-99f5-61f30eeefed3,1816870615263477761,Intramuscular,Tiletamine,0.03,Zolazepam,0.03,Setup01,"TDT (Tucker Davis Technologies), RAAL Advanced Loudspeakers, DENON","RZ6 Processor, RA4LI headstage, RA4PA pre-amp, RAAL 140-15d ribbon speaker, DENON PMA-520AE power amplifier",ABR_MJR_001,450,In anechoic chamber (6 m^3) on heating pad (37 degrees C),42.6,"BioSigRZ, custom ABR Visualisation Tool",10:20:00,5,1.0,40.0,,30.0,25.0,25.0,20.0,MGI:6358085,Bmp6<em1(IMPC)Ccpcz>,MGI:88182,Bmp6,,,,,,,,,"Click,6,12,18,24,30 kHz",5.0,25.0,,20200903.0,,
a3826a71bc86ccca75aae0b2340b2d7e,107,15,Tmod2<tm1b(KOMP)Wtsi>/Tmod2<tm1b(KOMP)Wtsi>,experimental,JR24939,IMPC,2015-08-30T00:00:00Z,2015-12-15T00:00:00Z,EFO:0002948,postnatal,782f77918c4581eb090bc42f99be183d,ABR - Auditory Brain Stem Response - K99560 - 613347,K99560,involves: C57BL/6NJ,IMPCLS:0005,Early adult,145513,image_record,IMPC_ABR_014_001,JAX,JAX Pipeline,JAX_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,JAX,JAX,male,a3826a71bc86ccca75aae0b2340b2d7e,MGI:3056279,C57BL/6NJ,26.92,2015-12-18T00:00:00Z,110.0,IMPC_BWT_001_001,homozygote,98b282ba-4ac1-45f3-828c-da6a0fc55ceb,1816870537442361352,Intraperitoneal,Ketamine,0.8,Xylazine,0.01,IHS5156,Intelligent Hearing Systems,Smart EP,205,512,Sound proof booth,42.6,SmartEP,07:45:00,5,1.0,40.0,,45.0,35.0,45.0,30.0,MGI:5609348,Tmod2<tm1b(KOMP)Wtsi>,MGI:1355335,Tmod2,2013-03-15,,,,,,,,"6,12,18,24,30 kHz",5.0,,,,,
56851b04feb9d9bc8d939a2e650ef952,98,14,Pebp4<tm1b(EUCOMM)Hmgu>/Pebp4<tm1b(EUCOMM)Hmgu>,experimental,HEPD0526_4_C06-1,IMPC,2018-02-19T00:00:00Z,2018-05-28T00:00:00Z,EFO:0002948,postnatal,339cc01a3a25829c4e6fb007307b8a64,172_59743_30441686,30441686,involves: C57BL/6NCrl,IMPCLS:0005,Early adult,70845,unidimensional,IMPC_ABR_001_001,HMGU,German Mouse Clinic,HMGU_001,IMPC_ABR,Auditory Brain Stem Response,IMPC_ABR_002,HMGU,Helmholtz GMC,male,56851b04feb9d9bc8d939a2e650ef952,MGI:2683688,C57BL/6NCrl,,,,,homozygote,6b91921c-e615-4e70-bd3a-afa8c9a478b8,1816870556551610372,Intraperitoneal,Ketamine,0.1,Xylazine,0.01,1025,TDT (Tucker Davis Technologies),"RP2.1 based system, RA4PA Medusa Preamplifier",246,256,In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),42.6,Sanger bespoke averager software,07:25:17,5,1.0,60.0,22.9,50.0,45.0,30.0,30.0,MGI:6161256,Pebp4<tm1b(EUCOMM)Hmgu>,MGI:1920773,Pebp4,2018-05-28,,0-85,0-85,0-85,20-85,20-85,0-85,Click,5.0,35.0,,1.0,,
